file_name,label,x,y,w,h
单瑕疵图片/不导电/不导电20180831103853对照样本.jpg,0,0,1017,2560,848
单瑕疵图片/不导电/不导电20180831103945对照样本.jpg,0,0,983,2560,857
单瑕疵图片/不导电/不导电20180831104008对照样本.jpg,0,0,993,2560,890
单瑕疵图片/不导电/不导电20180831104025对照样本.jpg,0,0,1033,2560,819
单瑕疵图片/不导电/不导电20180831104040对照样本.jpg,0,0,1001,2560,857
单瑕疵图片/不导电/不导电20180831104052对照样本.jpg,0,0,1087,2560,790
单瑕疵图片/不导电/不导电20180831104106对照样本.jpg,0,0,909,2560,837
单瑕疵图片/不导电/不导电20180831104129对照样本.jpg,0,0,873,2560,865
单瑕疵图片/不导电/不导电20180831104143对照样本.jpg,0,0,899,2560,825
单瑕疵图片/不导电/不导电20180831104154对照样本.jpg,0,0,920,2560,795
单瑕疵图片/不导电/不导电20180831104208对照样本.jpg,0,0,964,2560,749
单瑕疵图片/不导电/不导电20180831104223对照样本.jpg,0,0,946,2560,784
单瑕疵图片/不导电/不导电20180831104236对照样本.jpg,0,0,948,2560,796
单瑕疵图片/不导电/不导电20180831104248对照样本.jpg,0,0,946,2560,810
单瑕疵图片/不导电/不导电20180831104306对照样本.jpg,0,0,999,2560,800
单瑕疵图片/不导电/不导电20180831104319对照样本.jpg,0,0,1199,2560,721
单瑕疵图片/不导电/不导电20180831104338对照样本.jpg,0,0,983,2560,828
单瑕疵图片/不导电/不导电20180921085324对照样本.jpg,0,1295,703,237,117
单瑕疵图片/不导电/不导电20180921085412对照样本.jpg,0,593,811,412,278
单瑕疵图片/不导电/不导电20180921085431对照样本.jpg,0,897,811,286,278
单瑕疵图片/不导电/不导电20180921085514对照样本.jpg,0,1654,1256,906,123
单瑕疵图片/不导电/不导电20180921085919对照样本.jpg,0,0,942,2560,341
单瑕疵图片/不导电/不导电20180921085936对照样本.jpg,0,0,1016,2560,342
单瑕疵图片/不导电/不导电20180921090752对照样本.jpg,0,1040,1007,335,39
单瑕疵图片/不导电/不导电20180921090802对照样本.jpg,0,77,1085,865,204
单瑕疵图片/不导电/不导电20180921090832对照样本.jpg,0,0,1028,2560,326
单瑕疵图片/不导电/不导电20180921090846对照样本.jpg,0,0,1209,2560,366
单瑕疵图片/不导电/不导电20180921090914对照样本.jpg,0,1269,1234,761,145
单瑕疵图片/不导电/不导电20180921091050对照样本.jpg,0,850,1052,788,37
单瑕疵图片/不导电/不导电20180921091107对照样本.jpg,0,787,1101,304,37
单瑕疵图片/不导电/不导电20180921091933对照样本.jpg,0,0,983,2560,138
单瑕疵图片/不导电/不导电20180921091948对照样本.jpg,0,0,1013,2560,155
单瑕疵图片/不导电/不导电20180921092003对照样本.jpg,0,0,866,2560,139
单瑕疵图片/不导电/不导电20180921092009对照样本.jpg,0,0,1260,2560,145
单瑕疵图片/不导电/不导电20180921093022对照样本.jpg,0,818,828,681,263
单瑕疵图片/不导电/不导电20180921093037对照样本.jpg,0,489,834,282,153
单瑕疵图片/不导电/不导电20180921093056对照样本.jpg,0,542,799,341,190
单瑕疵图片/不导电/不导电20180921093127对照样本.jpg,0,1285,848,510,153
单瑕疵图片/不导电/不导电20180921104711对照样本.jpg,0,1320,1117,291,49
单瑕疵图片/不导电/不导电20180921104725对照样本.jpg,0,1540,1266,945,92
单瑕疵图片/不导电/不导电20180921104806对照样本.jpg,0,1118,1446,151,31
单瑕疵图片/不导电/不导电20180921105009对照样本.jpg,0,1899,1132,206,59
单瑕疵图片/不导电/不导电20180921105020对照样本.jpg,0,1179,1120,184,57
单瑕疵图片/不导电/不导电20180921105051对照样本.jpg,0,575,1154,1673,451
单瑕疵图片/不导电/不导电20180921105115对照样本.jpg,0,0,1438,1432,108
单瑕疵图片/不导电/不导电20180921105133对照样本.jpg,0,1114,866,1195,300
单瑕疵图片/不导电/不导电20180921105236对照样本.jpg,0,2250,1287,310,135
单瑕疵图片/不导电/不导电20180921105427对照样本.jpg,0,0,1513,2560,86
单瑕疵图片/不导电/不导电20180921105459对照样本.jpg,0,1509,1603,1051,45
单瑕疵图片/不导电/不导电20180921105528对照样本.jpg,0,148,1301,2412,104
单瑕疵图片/不导电/不导电20180921105543对照样本.jpg,0,22,1393,2538,124
单瑕疵图片/不导电/不导电20180921105552对照样本.jpg,0,24,1624,787,167
单瑕疵图片/不导电/不导电20180921105639对照样本.jpg,0,748,1307,857,168
单瑕疵图片/不导电/不导电20180921105658对照样本.jpg,0,0,1185,2560,112
单瑕疵图片/不导电/不导电20180921105824对照样本.jpg,0,187,1001,2373,135
单瑕疵图片/不导电/不导电20180921105854对照样本.jpg,0,493,932,682,63
单瑕疵图片/不导电/不导电20180921105932对照样本.jpg,0,0,940,2560,435
单瑕疵图片/不导电/不导电20180921105954对照样本.jpg,0,0,1048,2560,331
单瑕疵图片/不导电/不导电20180921110149对照样本.jpg,0,0,1203,2560,304
单瑕疵图片/不导电/不导电20180921110208对照样本.jpg,0,0,975,2560,267
单瑕疵图片/不导电/不导电20180921110347对照样本.jpg,0,626,1085,357,139
单瑕疵图片/不导电/不导电20180921110408对照样本.jpg,0,1522,1344,243,108
单瑕疵图片/不导电/不导电20180921154055对照样本.jpg,0,887,1401,790,119
单瑕疵图片/不导电/不导电20180921154120对照样本.jpg,0,1132,1695,1341,122
单瑕疵图片/不导电/不导电20180921154229对照样本.jpg,0,365,1644,791,108
单瑕疵图片/不导电/不导电20180921154711对照样本.jpg,0,514,1348,1942,143
单瑕疵图片/不导电/不导电20180921154730对照样本.jpg,0,667,1452,1577,121
单瑕疵图片/不导电/不导电20180921154740对照样本.jpg,0,89,1589,2020,122
单瑕疵图片/不导电/不导电20180921155231对照样本.jpg,0,909,1438,1651,102
单瑕疵图片/不导电/不导电20180921155359对照样本.jpg,0,1048,1550,725,147
单瑕疵图片/不导电/不导电20180921155415对照样本.jpg,0,611,1615,1052,143
单瑕疵图片/不导电/不导电20180921155428对照样本.jpg,0,1069,1546,1151,106
单瑕疵图片/不导电/不导电20180921155712对照样本.jpg,0,230,1156,1537,182
单瑕疵图片/不导电/不导电20180921160013对照样本.jpg,0,1354,1299,1084,84
单瑕疵图片/不导电/不导电20180921160103对照样本.jpg,0,654,1617,1906,92
单瑕疵图片/不导电/不导电20180921160315对照样本.jpg,0,844,1424,1104,230
单瑕疵图片/不导电/不导电20180921160656对照样本.jpg,0,644,1542,1351,118
单瑕疵图片/不导电/不导电20180921160745对照样本.jpg,0,1238,1326,551,114
单瑕疵图片/不导电/不导电20180921161349对照样本.jpg,0,0,775,2560,379
单瑕疵图片/不导电/不导电20180921161431对照样本.jpg,0,1,1362,2559,186
单瑕疵图片/不导电/不导电20180921161520对照样本.jpg,0,1132,697,855,365
单瑕疵图片/不导电/不导电20180921162255对照样本.jpg,0,665,634,320,310
单瑕疵图片/不导电/不导电20180921162314对照样本.jpg,0,781,826,149,308
单瑕疵图片/不导电/不导电20180921162403对照样本.jpg,0,0,560,2560,753
单瑕疵图片/不导电/不导电20180921162419对照样本.jpg,0,0,787,2560,506
单瑕疵图片/不导电/不导电20180921162428对照样本.jpg,0,0,820,2560,455
单瑕疵图片/不导电/不导电20180921162436对照样本.jpg,0,0,544,2560,749
单瑕疵图片/不导电/不导电20180921162444对照样本.jpg,0,0,662,2560,682
单瑕疵图片/不导电/不导电20180921162452对照样本.jpg,0,732,728,1339,543
单瑕疵图片/不导电/不导电20180921162509对照样本.jpg,0,160,1022,111,151
单瑕疵图片/不导电/不导电20180921162520对照样本.jpg,0,844,1066,186,158
单瑕疵图片/不导电/不导电20180921162536对照样本.jpg,0,0,1166,693,423
单瑕疵图片/不导电/不导电20180921162554对照样本.jpg,0,0,969,777,380
单瑕疵图片/不导电/不导电20180921162617对照样本.jpg,0,77,754,553,482
单瑕疵图片/不导电/不导电20180921162637对照样本.jpg,0,109,854,160,161
单瑕疵图片/不导电/不导电20180921162657对照样本.jpg,0,11,828,2549,681
单瑕疵图片/不导电/不导电20180921163053对照样本.jpg,0,0,1015,2560,574
单瑕疵图片/不导电/不导电20180921163132对照样本.jpg,0,0,1205,2560,351
单瑕疵图片/不导电/不导电20180921163159对照样本.jpg,0,0,862,2560,480
单瑕疵图片/不导电/不导电20180921170705对照样本.jpg,0,0,938,2560,433
单瑕疵图片/不导电/不导电20180921170714对照样本.jpg,0,0,920,2560,475
单瑕疵图片/不导电/不导电20180921170722对照样本.jpg,0,0,907,2560,449
单瑕疵图片/不导电/不导电20180921170737对照样本.jpg,0,0,1005,2560,482
单瑕疵图片/不导电/不导电20180921170746对照样本.jpg,0,0,1064,2560,476
单瑕疵图片/不导电/不导电20180921170754对照样本.jpg,0,0,1099,2560,457
单瑕疵图片/不导电/不导电20180921170810对照样本.jpg,0,0,1091,2560,435
单瑕疵图片/不导电/不导电20180921170821对照样本.jpg,0,0,881,2560,449
单瑕疵图片/不导电/不导电20180921170831对照样本.jpg,0,0,1066,2560,445
单瑕疵图片/不导电/不导电20180921171242对照样本.jpg,0,207,1056,184,213
单瑕疵图片/不导电/不导电20180921171251对照样本.jpg,0,605,1256,68,68
单瑕疵图片/不导电/不导电20180923095809对照样本.jpg,0,179,779,669,416
单瑕疵图片/不导电/不导电20180923095831对照样本.jpg,0,0,754,2560,382
单瑕疵图片/不导电/不导电20180924102835对照样本.jpg,0,0,873,2560,89
单瑕疵图片/不导电/不导电20180924102843对照样本.jpg,0,0,779,2560,98
单瑕疵图片/不导电/不导电20180924102850对照样本.jpg,0,0,781,2560,108
单瑕疵图片/不导电/不导电20180924102959对照样本.jpg,0,899,936,478,230
单瑕疵图片/不导电/不导电20180924103026对照样本.jpg,0,0,844,2560,329
单瑕疵图片/不导电/不导电20180924103040对照样本.jpg,0,0,1203,2560,355
单瑕疵图片/不导电/不导电20180924103112对照样本.jpg,0,0,928,2560,332
单瑕疵图片/不导电/不导电20180924103128对照样本.jpg,0,5,1107,400,182
单瑕疵图片/不导电/不导电20180924103218对照样本.jpg,0,0,1199,2560,39
单瑕疵图片/不导电/不导电20180924103310对照样本.jpg,0,0,1036,2560,28
单瑕疵图片/不导电/不导电20180924103352对照样本.jpg,0,0,828,2560,141
单瑕疵图片/不导电/不导电20180924104616对照样本.jpg,0,2428,1060,132,188
单瑕疵图片/不导电/不导电20180924104658对照样本.jpg,0,0,746,2560,227
单瑕疵图片/不导电/不导电20180924104707对照样本.jpg,0,0,758,2560,241
单瑕疵图片/不导电/不导电20180924104729对照样本.jpg,0,0,593,2560,278
单瑕疵图片/不导电/不导电20180924104740对照样本.jpg,0,0,662,2560,290
单瑕疵图片/不导电/不导电20180924104841对照样本.jpg,0,0,805,2560,292
单瑕疵图片/不导电/不导电20180924104856对照样本.jpg,0,0,769,2560,226
单瑕疵图片/不导电/不导电20180924104905对照样本.jpg,0,556,787,664,386
单瑕疵图片/不导电/不导电20180924104941对照样本.jpg,0,0,597,2560,259
单瑕疵图片/不导电/不导电20180924105109对照样本.jpg,0,0,462,2560,437
单瑕疵图片/不导电/不导电20180924105119对照样本.jpg,0,0,717,2560,384
单瑕疵图片/不导电/不导电20180924105130对照样本.jpg,0,0,573,2560,418
单瑕疵图片/不导电/不导电20180924105139对照样本.jpg,0,0,905,2560,400
单瑕疵图片/不导电/不导电20180924105203对照样本.jpg,0,0,905,2560,417
单瑕疵图片/不导电/不导电20180924105423对照样本.jpg,0,0,620,2560,357
单瑕疵图片/不导电/不导电20180924105455对照样本.jpg,0,0,1048,2560,372
单瑕疵图片/不导电/不导电20180924105509对照样本.jpg,0,0,869,2560,373
单瑕疵图片/不导电/不导电20180924105524对照样本.jpg,0,0,828,2560,361
单瑕疵图片/不导电/不导电20180924105644对照样本.jpg,0,0,866,2560,294
单瑕疵图片/不导电/不导电20180924105712对照样本.jpg,0,0,956,2560,184
单瑕疵图片/不导电/不导电20180924105720对照样本.jpg,0,0,801,2560,170
单瑕疵图片/不导电/不导电20180924105732对照样本.jpg,0,1456,1246,1104,161
单瑕疵图片/不导电/不导电20180924105742对照样本.jpg,0,0,1001,2560,196
单瑕疵图片/不导电/不导电20180924105754对照样本.jpg,0,0,873,2560,232
单瑕疵图片/不导电/不导电20180924105812对照样本.jpg,0,0,793,2560,202
单瑕疵图片/不导电/不导电20180924105844对照样本.jpg,0,0,503,2560,408
单瑕疵图片/不导电/不导电20180924105906对照样本.jpg,0,0,517,2560,390
单瑕疵图片/不导电/不导电20180924110014对照样本.jpg,0,0,795,2560,365
单瑕疵图片/不导电/不导电20180924110022对照样本.jpg,0,0,552,2560,372
单瑕疵图片/不导电/不导电20180924110047对照样本.jpg,0,0,636,2560,390
单瑕疵图片/不导电/不导电20180924110054对照样本.jpg,0,0,926,2560,387
单瑕疵图片/不导电/不导电20180924110108对照样本.jpg,0,0,846,2560,367
单瑕疵图片/不导电/不导电20180924110115对照样本.jpg,0,0,832,2560,375
单瑕疵图片/不导电/不导电20180924110137对照样本.jpg,0,0,1047,2560,375
单瑕疵图片/不导电/不导电20180924110149对照样本.jpg,0,0,760,2560,378
单瑕疵图片/不导电/不导电20180924110157对照样本.jpg,0,0,832,2560,361
单瑕疵图片/不导电/不导电20180924110207对照样本.jpg,0,0,820,2560,349
单瑕疵图片/不导电/不导电20180924110232对照样本.jpg,0,0,795,2560,374
单瑕疵图片/不导电/不导电20180924110239对照样本.jpg,0,0,587,2560,369
单瑕疵图片/不导电/不导电20180924110300对照样本.jpg,0,11,915,2549,345
单瑕疵图片/不导电/不导电20180924110344对照样本.jpg,0,858,911,1394,337
单瑕疵图片/不导电/不导电20180924110453对照样本.jpg,0,0,828,2560,441
单瑕疵图片/不导电/不导电20180924110530对照样本.jpg,0,0,564,2560,381
单瑕疵图片/不导电/不导电20180924110541对照样本.jpg,0,0,724,2560,353
单瑕疵图片/不导电/不导电20180924110627对照样本.jpg,0,0,820,2560,369
单瑕疵图片/不导电/不导电20180924110655对照样本.jpg,0,0,593,2560,380
单瑕疵图片/不导电/不导电20180924110706对照样本.jpg,0,0,760,2560,386
单瑕疵图片/不导电/不导电20180924110756对照样本.jpg,0,0,858,2560,382
单瑕疵图片/不导电/不导电20180924110804对照样本.jpg,0,0,924,2560,353
单瑕疵图片/不导电/不导电20180924110825对照样本.jpg,0,0,424,2560,404
单瑕疵图片/不导电/不导电20180924110834对照样本.jpg,0,0,993,2560,369
单瑕疵图片/不导电/不导电20180924110841对照样本.jpg,0,0,869,2560,371
单瑕疵图片/不导电/不导电20180924110848对照样本.jpg,0,0,905,2560,370
单瑕疵图片/不导电/不导电20180924111059对照样本.jpg,0,0,760,2560,374
单瑕疵图片/不导电/不导电20180924111108对照样本.jpg,0,0,598,2560,375
单瑕疵图片/不导电/不导电20180924111114对照样本.jpg,0,0,638,2560,416
单瑕疵图片/不导电/不导电20180924111129对照样本.jpg,0,0,909,2560,368
单瑕疵图片/不导电/不导电20180924111146对照样本.jpg,0,0,834,2560,467
单瑕疵图片/不导电/不导电20180928113631对照样本.jpg,0,0,908,2560,497
单瑕疵图片/不导电/不导电20180928113649对照样本.jpg,0,2,728,2558,550
单瑕疵图片/不导电/不导电20180928113700对照样本.jpg,0,0,531,2560,512
单瑕疵图片/不导电/不导电20180928113729对照样本.jpg,0,0,508,2560,467
单瑕疵图片/不导电/不导电20180928113734对照样本.jpg,0,0,552,2560,485
单瑕疵图片/不导电/不导电20180928113739对照样本.jpg,0,0,587,2560,438
单瑕疵图片/不导电/不导电20180928113744对照样本.jpg,0,0,669,2560,396
单瑕疵图片/不导电/不导电20180928113754对照样本.jpg,0,0,652,2560,335
单瑕疵图片/不导电/不导电20180928113759对照样本.jpg,0,0,602,2560,359
单瑕疵图片/不导电/不导电20180928113804对照样本.jpg,0,0,596,2560,444
单瑕疵图片/不导电/不导电20180928113809对照样本.jpg,0,0,540,2560,494
单瑕疵图片/不导电/不导电20180928113819对照样本.jpg,0,0,672,2560,506
单瑕疵图片/不导电/不导电20180928113824对照样本.jpg,0,0,428,2560,524
单瑕疵图片/不导电/不导电20180928113829对照样本.jpg,0,0,608,2560,529
单瑕疵图片/不导电/不导电20180928113840对照样本.jpg,0,0,637,2560,515
单瑕疵图片/不导电/不导电20180928113849对照样本.jpg,0,0,461,2560,485
单瑕疵图片/不导电/不导电20180928113855对照样本.jpg,0,0,634,2560,506
单瑕疵图片/不导电/不导电20180928113901对照样本.jpg,0,0,787,2560,462
单瑕疵图片/不导电/不导电20180928114514对照样本.jpg,0,0,393,2560,524
单瑕疵图片/不导电/不导电20180928114518对照样本.jpg,0,0,481,2560,574
单瑕疵图片/不导电/不导电20180928114524对照样本.jpg,0,0,196,2560,497
单瑕疵图片/不导电/不导电20180928114529对照样本.jpg,0,0,252,2560,499
单瑕疵图片/不导电/不导电20180928114534对照样本.jpg,0,0,311,2560,508
单瑕疵图片/不导电/不导电20180928114553对照样本.jpg,0,0,517,2560,447
单瑕疵图片/不导电/不导电20180928114558对照样本.jpg,0,0,428,2560,436
单瑕疵图片/不导电/不导电20180928114613对照样本.jpg,0,0,567,2560,402
单瑕疵图片/不导电/不导电20180928114617对照样本.jpg,0,0,637,2560,406
单瑕疵图片/不导电/不导电20180928114622对照样本.jpg,0,0,758,2560,476
单瑕疵图片/不导电/不导电20180928114629对照样本.jpg,0,0,714,2560,491
单瑕疵图片/不导电/不导电20180928114633对照样本.jpg,0,0,687,2560,477
单瑕疵图片/不导电/不导电20180928114647对照样本.jpg,0,0,514,2560,479
单瑕疵图片/不导电/不导电20180928114657对照样本.jpg,0,0,758,2560,464
单瑕疵图片/不导电/不导电20180928114951对照样本.jpg,0,282,449,156,312
单瑕疵图片/不导电/不导电20180928115010对照样本.jpg,0,929,684,244,297
单瑕疵图片/不导电/不导电20180928115015对照样本.jpg,0,152,714,238,205
单瑕疵图片/不导电/不导电20180928115020对照样本.jpg,0,0,1019,2560,100
单瑕疵图片/不导电/不导电20180928115025对照样本.jpg,0,0,1011,2560,111
单瑕疵图片/不导电/不导电20180928115029对照样本.jpg,0,0,987,2560,103
单瑕疵图片/不导电/不导电20180928115034对照样本.jpg,0,290,575,215,244
单瑕疵图片/不导电/不导电20180928115117对照样本.jpg,0,0,834,2560,444
单瑕疵图片/不导电/不导电20180928115202对照样本.jpg,0,0,884,2560,409
单瑕疵图片/不导电/不导电20180928115211对照样本.jpg,0,0,808,2560,444
单瑕疵图片/不导电/不导电20180928115220对照样本.jpg,0,0,714,2560,491
单瑕疵图片/不导电/不导电20180928115230对照样本.jpg,0,0,814,2560,547
单瑕疵图片/不导电/不导电20180928115235对照样本.jpg,0,0,699,2560,547
单瑕疵图片/不导电/不导电20180928115239对照样本.jpg,0,0,475,2560,539
单瑕疵图片/不导电/不导电20180928115244对照样本.jpg,0,0,564,2560,517
单瑕疵图片/不导电/不导电20180928115251对照样本.jpg,0,0,714,2560,497
单瑕疵图片/不导电/不导电20180928115329对照样本.jpg,0,226,778,2334,344
单瑕疵图片/不导电/不导电20180928115341对照样本.jpg,0,0,805,2558,400
单瑕疵图片/不导电/不导电20180928115345对照样本.jpg,0,2,752,2558,453
单瑕疵图片/不导电/不导电20180928115355对照样本.jpg,0,0,902,2560,485
单瑕疵图片/不导电/不导电20180928120210对照样本.jpg,0,611,743,1809,406
单瑕疵图片/不导电/不导电20180928120235对照样本.jpg,0,738,590,1629,471
单瑕疵图片/不导电/不导电20180928120258对照样本.jpg,0,1299,611,424,120
单瑕疵图片/不导电/不导电20180928120310对照样本.jpg,0,132,625,1482,353
单瑕疵图片/不导电/不导电20180928120342对照样本.jpg,0,0,814,2535,490
单瑕疵图片/不导电/不导电20180928120352对照样本.jpg,0,0,749,2560,368
单瑕疵图片/不导电/不导电20180928120357对照样本.jpg,0,2,578,2556,506
单瑕疵图片/不导电/不导电20180928120406对照样本.jpg,0,0,652,2560,432
单瑕疵图片/不导电/不导电20180928120412对照样本.jpg,0,0,617,2560,529
单瑕疵图片/不导电/不导电20180928120417对照样本.jpg,0,0,602,2560,579
单瑕疵图片/不导电/不导电20180928120449对照样本.jpg,0,0,943,2560,538
单瑕疵图片/不导电/不导电20180928120454对照样本.jpg,0,0,1014,2560,503
单瑕疵图片/不导电/不导电20180928120500对照样本.jpg,0,0,849,2560,520
单瑕疵图片/不导电/不导电20180928120505对照样本.jpg,0,0,808,2555,506
单瑕疵图片/不导电/不导电20180928120510对照样本.jpg,0,0,731,2560,547
单瑕疵图片/不导电/不导电20180928120515对照样本.jpg,0,0,808,2560,494
单瑕疵图片/不导电/不导电20180928120728对照样本.jpg,0,0,719,2560,494
单瑕疵图片/不导电/不导电20180928120744对照样本.jpg,0,5,802,2555,376
单瑕疵图片/不导电/不导电20180928120757对照样本.jpg,0,0,811,2560,267
单瑕疵图片/不导电/不导电20180928120803对照样本.jpg,0,0,787,2560,306
单瑕疵图片/不导电/不导电20180928120807对照样本.jpg,0,0,746,2560,287
单瑕疵图片/不导电/不导电20180928120818对照样本.jpg,0,0,696,2560,323
单瑕疵图片/不导电/不导电20180928120827对照样本.jpg,0,0,646,2560,255
单瑕疵图片/不导电/不导电20180928120838对照样本.jpg,0,0,819,2560,300
单瑕疵图片/不导电/不导电20180928140945对照样本.jpg,0,0,743,2560,312
单瑕疵图片/不导电/不导电20180928141011对照样本.jpg,0,0,558,2560,297
单瑕疵图片/不导电/不导电20180928141021对照样本.jpg,0,0,734,2560,291
单瑕疵图片/不导电/不导电20180928141025对照样本.jpg,0,0,469,2560,318
单瑕疵图片/不导电/不导电20180928141030对照样本.jpg,0,0,631,2560,306
单瑕疵图片/不导电/不导电20180928141039对照样本.jpg,0,5,531,2555,312
单瑕疵图片/不导电/不导电20180928141052对照样本.jpg,0,0,711,2560,350
单瑕疵图片/不导电/不导电20180928141101对照样本.jpg,0,0,581,2560,341
单瑕疵图片/不导电/不导电20180928141105对照样本.jpg,0,0,719,2560,345
单瑕疵图片/不导电/不导电20180928141116对照样本.jpg,0,2,611,2558,340
单瑕疵图片/不导电/不导电20180928141121对照样本.jpg,0,0,734,2560,337
单瑕疵图片/不导电/不导电20180928141130对照样本.jpg,0,0,449,2560,333
单瑕疵图片/不导电/不导电20180928141134对照样本.jpg,0,0,890,2560,324
单瑕疵图片/不导电/不导电20180928141148对照样本.jpg,0,0,584,2560,426
单瑕疵图片/不导电/不导电20180928141158对照样本.jpg,0,0,117,2560,472
单瑕疵图片/不导电/不导电20180928141203对照样本.jpg,0,0,911,2560,370
单瑕疵图片/不导电/不导电20180928141213对照样本.jpg,0,0,467,2560,375
单瑕疵图片/不导电/不导电20180928141306对照样本.jpg,0,0,955,2560,356
单瑕疵图片/不导电/不导电20180928141311对照样本.jpg,0,0,958,2560,361
单瑕疵图片/不导电/不导电20180928141329对照样本.jpg,0,0,928,2560,344
单瑕疵图片/不导电/不导电20180928141335对照样本.jpg,0,0,934,2560,341
单瑕疵图片/不导电/不导电20180928141340对照样本.jpg,0,0,975,2560,359
单瑕疵图片/不导电/不导电20180928141346对照样本.jpg,0,0,978,2560,356
单瑕疵图片/不导电/不导电20180928141359对照样本.jpg,0,0,855,2560,447
单瑕疵图片/不导电/不导电20180928141426对照样本.jpg,0,0,846,2560,409
单瑕疵图片/不导电/不导电20180928141437对照样本.jpg,0,0,849,2560,426
单瑕疵图片/不导电/不导电20180928141505对照样本.jpg,0,0,1096,2560,356
单瑕疵图片/不导电/不导电20180928141520对照样本.jpg,0,2,1002,2558,347
单瑕疵图片/不导电/不导电20180928141531对照样本.jpg,0,2,1096,2558,338
单瑕疵图片/不导电/不导电20180928141558对照样本.jpg,0,0,1031,2560,339
单瑕疵图片/不导电/不导电20180928142414对照样本.jpg,0,2,737,2558,370
单瑕疵图片/不导电/不导电20180928142555对照样本.jpg,0,0,646,2560,354
单瑕疵图片/不导电/不导电20180928142600对照样本.jpg,0,0,864,2560,384
单瑕疵图片/不导电/不导电20180928142613对照样本.jpg,0,0,722,2560,370
单瑕疵图片/不导电/不导电20180928142623对照样本.jpg,0,0,752,2560,375
单瑕疵图片/不导电/不导电20180928142634对照样本.jpg,0,0,693,2560,367
单瑕疵图片/不导电/不导电20180928142639对照样本.jpg,0,0,805,2560,382
单瑕疵图片/不导电/不导电20180928142712对照样本.jpg,0,2,590,2558,370
单瑕疵图片/不导电/不导电20180928142717对照样本.jpg,0,0,617,2560,357
单瑕疵图片/不导电/不导电20180928142723对照样本.jpg,0,0,978,2560,338
单瑕疵图片/不导电/不导电20180928142733对照样本.jpg,0,0,625,2560,358
单瑕疵图片/不导电/不导电20180928142750对照样本.jpg,0,0,643,2560,340
单瑕疵图片/不导电/不导电20180928142800对照样本.jpg,0,0,593,2560,373
单瑕疵图片/不导电/不导电20180928142810对照样本.jpg,0,0,702,2560,361
单瑕疵图片/不导电/不导电20180928142815对照样本.jpg,0,0,531,2560,385
单瑕疵图片/不导电/不导电20180928142839对照样本.jpg,0,0,481,2560,431
单瑕疵图片/不导电/不导电20180928142903对照样本.jpg,0,0,743,2560,413
单瑕疵图片/不导电/不导电20180928142914对照样本.jpg,0,0,578,2560,406
单瑕疵图片/不导电/不导电20180928142936对照样本.jpg,0,2,628,2558,438
单瑕疵图片/不导电/不导电20180928143001对照样本.jpg,0,0,684,2560,364
单瑕疵图片/不导电/不导电20180928143051对照样本.jpg,0,0,684,2560,394
